,sale_date,bedrooms,bathrooms,house_floors,kcgs_waterfront,kcgs_view,kcgs_condition,kcgs_grade,year_construction,year_renovation,zip_code,price,m2_living,m2_lot,m2_above,m2_basement,m2_living_2015,m2_lot_2015
8546,09.07.14,2,3.0,1.0,0,0,3,8,2010,0,98053,741500,200,535,200,0,152,435
8547,08.04.15,4,3.0,2.0,0,0,3,8,2007,0,98002,275000,200,346,200,0,200,346
8548,06.05.15,3,3.0,2.0,0,0,3,7,1995,0,98038,513000,200,15019,124,76,223,19311
8549,13.01.15,3,3.0,2.0,0,0,3,8,2013,0,98019,410000,200,403,200,0,199,403
8550,15.10.14,4,3.0,2.0,0,0,3,8,2006,0,98002,260000,200,346,200,0,200,346
8551,03.11.14,3,2.0,2.0,0,0,5,8,1910,0,98103,734000,199,357,199,0,106,357
8552,14.11.14,3,2.0,2.0,0,0,3,9,1925,0,98119,940000,199,335,177,22,188,446
8553,26.01.15,4,4.0,3.0,0,0,3,9,2005,0,98107,675000,199,212,199,0,143,212
8554,12.09.14,3,3.0,1.0,0,0,4,8,1959,0,98040,799000,199,920,199,0,249,937
8555,20.04.15,3,3.0,2.0,0,0,3,8,2007,0,98052,636000,199,257,164,34,233,252
8556,03.12.14,4,2.0,1.0,0,0,3,7,1959,0,98118,378000,199,736,111,88,199,673
8557,04.03.15,3,2.0,2.0,0,0,3,8,1911,1997,98116,625000,199,335,156,43,217,502
8558,09.07.14,3,2.0,1.0,0,0,5,8,1950,0,98058,507000,199,3727,138,60,206,3287
8559,23.09.14,4,2.0,1.0,0,0,3,7,1968,0,98023,292500,199,759,132,67,190,709
8560,05.12.14,4,3.0,1.0,0,0,3,7,1951,0,98115,625000,199,372,111,88,199,443
8561,04.11.14,4,2.0,3.0,0,0,3,8,1930,2001,98022,340000,199,1083,199,0,189,1020
8562,12.01.15,4,1.0,2.0,0,0,3,6,1925,0,98118,236500,199,392,123,76,160,503
8563,24.03.15,4,3.0,2.0,0,0,3,8,1993,0,98001,354450,199,922,199,0,198,922
8564,10.12.14,5,2.0,1.0,0,0,4,8,1951,0,98002,250750,199,1121,199,0,152,941
8565,27.01.15,5,3.0,1.0,0,2,4,8,1968,0,98166,621500,199,1482,127,72,242,1326
8566,17.07.14,4,3.0,2.0,0,0,4,8,1986,0,98092,322500,199,871,199,0,189,729
8567,09.12.14,5,3.0,1.0,0,0,3,7,1978,0,98118,367777,199,552,119,80,169,624
8568,19.06.14,3,2.0,1.0,0,0,4,8,1966,0,98056,346150,199,669,138,61,192,671
8569,24.07.14,3,2.0,1.0,0,0,4,7,1958,0,98166,419000,199,1397,146,53,202,1397
8570,09.09.14,3,3.0,2.0,0,0,3,8,1987,0,98038,393000,199,953,199,0,190,1089
8571,04.09.14,5,2.0,1.0,0,0,3,7,1962,0,98033,528000,199,797,112,87,149,856
8572,02.04.15,4,3.0,2.0,0,0,3,8,1992,0,98038,350000,199,659,199,0,149,667
8573,15.06.14,3,2.0,1.0,0,0,3,7,1953,0,98004,650000,199,881,120,79,182,895
8574,19.03.15,4,2.0,1.0,0,0,4,8,1965,0,98007,594000,199,743,131,68,193,743
8575,11.07.14,4,2.0,1.0,0,0,4,7,1948,0,98177,565000,199,660,99,99,181,660
8576,29.07.14,5,2.0,1.0,0,2,4,7,1962,0,98027,485000,199,4008,113,86,234,1364
8577,06.11.14,3,2.0,1.0,0,0,3,7,1948,0,98117,481500,199,558,99,99,115,432
8578,20.05.14,1,3.0,1.0,0,0,3,7,1976,0,98072,458000,199,962,137,62,184,781
8579,30.06.14,4,3.0,2.0,0,0,3,8,1993,0,98001,359500,199,959,199,0,178,1054
8580,14.04.15,5,3.0,1.0,0,2,3,8,1962,0,98115,564000,199,809,113,86,160,620
8581,10.09.14,3,3.0,2.0,0,0,4,7,1979,0,98031,280000,199,669,199,0,176,693
8582,27.03.15,3,2.0,1.0,0,0,3,7,1910,0,98117,603500,199,677,99,99,212,781
8583,27.10.14,3,3.0,1.0,0,0,3,8,1979,0,98056,339950,199,710,120,79,194,743
8584,25.01.15,3,3.0,1.0,0,0,3,8,1958,0,98006,550000,199,942,123,76,184,1041
8585,08.10.14,3,2.0,1.0,0,0,4,8,1964,0,98006,577500,199,1235,113,86,209,1235
8586,18.09.14,4,3.0,2.0,0,0,3,8,1985,0,98058,365000,199,683,199,0,197,780
8587,20.11.14,3,3.0,1.0,0,0,3,8,1961,0,98117,524000,199,625,134,65,191,625
8588,07.05.15,2,1.0,1.0,0,0,4,7,1946,0,98199,680000,199,558,99,99,145,558
8589,09.06.14,3,3.0,2.0,0,0,3,8,1991,0,98074,640000,199,829,199,0,215,832
8590,07.10.14,3,3.0,2.0,0,0,4,8,1990,0,98027,545000,199,3734,199,0,221,3998
8591,14.07.14,2,2.0,1.0,0,0,3,7,1930,1991,98112,675000,199,465,93,106,209,372
8592,03.06.14,3,2.0,1.0,0,0,4,8,1928,0,98103,710000,199,458,99,99,137,458
8593,07.01.15,3,2.0,2.0,0,0,3,8,1905,0,98112,998500,199,446,157,42,227,446
8594,22.09.14,4,3.0,2.0,0,0,3,8,1996,0,98133,525000,199,721,199,0,157,723
8595,25.08.14,3,3.0,2.0,0,0,3,7,1991,0,98198,349950,199,717,199,0,185,709
8596,29.10.14,5,2.0,2.0,0,0,4,7,1913,0,98122,680000,199,465,188,11,168,409
8597,25.06.14,5,3.0,1.0,0,0,3,7,1962,0,98007,530000,199,735,99,99,156,809
8598,24.06.14,3,3.0,2.0,0,0,3,8,2005,0,98029,420000,199,355,199,0,266,357
8599,20.02.15,5,3.0,1.0,0,0,4,7,1967,0,98031,270000,199,959,124,75,191,833
8600,22.01.15,4,3.0,2.0,0,0,3,8,1986,0,98092,329950,199,825,199,0,199,817
8601,17.04.15,3,2.0,2.0,0,0,4,7,1970,0,98014,375000,199,1264,151,48,86,943
8602,16.10.14,3,2.0,1.0,0,0,3,7,1948,0,98146,340000,199,1232,115,84,152,1232
8603,18.08.14,3,2.0,1.0,0,0,4,7,1974,0,98092,271675,199,1214,136,63,194,1619
8604,12.06.14,4,3.0,2.0,0,0,3,7,2003,0,98133,495000,199,673,199,0,193,732
8605,18.07.14,4,3.0,2.0,0,0,4,7,1990,0,98023,304400,199,753,199,0,182,651
8606,29.04.15,4,2.0,1.0,0,0,3,7,1965,0,98118,350000,199,461,100,99,148,488
8607,22.09.14,3,2.0,1.0,0,0,4,7,1983,0,98031,365000,199,2472,199,0,215,816
8608,05.02.15,3,3.0,2.0,0,0,3,8,2007,0,98052,666000,199,267,164,34,199,235
8609,02.12.14,6,2.0,2.0,0,0,4,8,1903,1979,98001,230000,199,3393,199,0,159,1115
8610,27.10.14,3,3.0,1.0,0,0,4,7,1978,0,98023,210000,199,908,137,62,191,802
8611,17.06.14,3,3.0,2.0,0,0,3,7,1986,0,98019,400000,199,1047,199,0,186,1317
8612,30.01.15,3,1.0,1.0,0,0,3,7,1957,0,98118,330000,199,468,199,0,151,563
8613,13.08.14,4,3.0,1.0,0,0,4,7,1977,0,98034,465000,199,716,137,62,198,748
8614,16.01.15,3,2.0,1.0,0,1,3,7,1947,0,98119,620000,199,540,99,99,179,540
8615,23.07.14,3,3.0,2.0,0,0,3,8,1994,0,98092,302000,199,882,199,0,203,854
8616,24.10.14,4,3.0,1.0,0,0,3,7,1977,0,98034,502000,199,1017,144,55,218,836
8617,20.06.14,3,3.0,2.0,0,0,3,9,1905,2006,98103,780000,199,279,199,0,133,438
8618,19.07.14,3,2.0,1.0,0,0,3,7,1952,0,98199,680000,199,333,99,99,151,372
8619,02.02.15,3,2.0,2.0,0,0,3,9,1978,0,98106,616750,199,4437,199,0,99,559
8620,16.07.14,4,2.0,1.0,0,0,5,7,1959,0,98010,360000,199,4615,199,0,160,9230
8621,29.12.14,4,2.0,1.0,0,0,4,7,1960,0,98031,362950,199,14857,106,93,170,1447
8622,07.05.14,4,3.0,1.0,0,0,3,7,1968,0,98028,409500,199,1208,123,76,219,1022
8623,25.08.14,4,2.0,2.0,0,0,3,7,1945,0,98115,615750,199,591,171,28,157,591
8624,17.03.15,3,3.0,1.0,0,0,4,8,1962,0,98003,270000,199,928,199,0,191,928
8625,05.01.15,4,3.0,2.0,0,0,4,7,1963,0,98032,245000,199,818,199,0,191,910
8626,13.05.14,4,3.0,2.0,0,0,3,7,2002,0,98065,435000,199,591,199,0,230,534
8627,30.03.15,3,3.0,2.0,0,0,3,8,2005,0,98027,571000,199,266,182,17,212,264
8628,14.01.15,3,3.0,2.0,0,0,3,8,2005,0,98027,554000,199,383,182,17,212,243
8629,23.04.15,3,3.0,2.0,0,0,3,8,2006,0,98027,589999,199,337,182,17,212,261
8630,16.05.14,3,3.0,3.0,0,0,3,8,2008,0,98027,611000,198,184,198,0,202,184
8631,13.03.15,4,3.0,2.0,0,0,3,7,2001,0,98019,389000,198,496,198,0,214,644
8632,01.07.14,2,3.0,2.0,0,4,4,7,1941,0,98116,730000,198,457,142,56,198,457
8633,01.10.14,4,3.0,1.0,0,0,3,7,1992,0,98022,283000,198,796,145,53,198,796
8634,24.06.14,3,4.0,2.0,0,2,5,8,1908,0,98199,819000,198,572,142,56,190,500
8635,16.10.14,4,2.0,2.0,0,0,5,7,1919,0,98103,610000,198,243,153,45,124,253
8636,26.07.14,4,3.0,2.0,0,0,4,8,1977,0,98006,686000,198,990,198,0,314,934
8637,05.01.15,2,2.0,1.0,0,0,4,7,1963,0,98033,830000,198,3316,198,0,248,3316
8638,26.08.14,4,2.0,1.0,0,0,5,7,1922,0,98103,800000,198,260,99,99,185,371
8639,27.04.15,3,2.0,2.0,0,0,4,7,1922,0,98144,700000,198,400,156,42,190,423
8640,11.09.14,4,3.0,1.0,0,0,4,7,1966,0,98031,305000,198,892,198,0,159,892
8641,08.07.14,4,3.0,1.0,0,0,3,8,1980,0,98075,580000,198,3323,138,59,282,3160
8642,04.09.14,4,3.0,2.0,0,2,4,8,1961,0,98006,802000,198,812,198,0,237,818
8643,01.07.14,4,2.0,2.0,0,0,3,8,1914,1993,98119,955500,198,472,198,0,177,472
8644,19.10.14,3,2.0,1.0,0,0,3,8,1999,0,98070,338500,198,510,127,71,163,669
8645,15.09.14,4,3.0,2.0,0,0,4,8,1965,0,98006,586000,198,836,198,0,196,969
8646,08.05.14,4,2.0,1.0,0,0,3,7,1962,0,98032,260000,198,818,102,96,138,755
8647,27.04.15,3,4.0,2.0,0,1,5,7,1924,0,98136,616000,198,214,132,66,145,418
8648,22.04.15,4,3.0,2.0,0,0,4,8,1964,0,98008,593450,198,667,198,0,178,711
8649,14.04.15,2,2.0,1.0,0,0,3,8,1946,0,98199,450000,198,611,139,59,198,583
8650,03.11.14,4,3.0,2.0,0,0,4,8,1986,0,98058,435000,198,964,198,0,206,791
8651,10.05.14,3,3.0,2.0,0,0,3,7,2003,0,98038,320000,198,648,198,0,155,887
8652,26.08.14,5,2.0,1.0,0,0,3,7,1946,2000,98155,344000,198,782,134,64,215,695
8653,02.10.14,3,3.0,1.0,0,0,3,8,1976,0,98155,482975,198,818,127,71,262,818
8654,25.08.14,4,3.0,2.0,0,0,4,7,1930,0,98055,370000,198,450,198,0,99,450
8655,27.01.15,4,3.0,2.0,0,0,3,7,2004,0,98001,215000,198,418,198,0,299,502
8656,25.02.15,3,3.0,2.0,0,0,3,8,1989,0,98042,325000,198,1138,198,0,178,1135
8657,02.10.14,3,2.0,2.0,0,0,5,7,1925,0,98107,652000,198,465,124,74,187,465
8658,29.09.14,4,3.0,1.0,0,0,5,7,1969,0,98059,395000,198,1090,124,74,167,849
8659,14.04.15,5,3.0,2.0,0,0,3,7,2013,0,98168,380000,198,783,198,0,139,1098
8660,30.01.15,4,2.0,1.0,0,0,3,7,1962,0,98031,250000,198,781,125,72,144,799
8661,21.10.14,4,4.0,2.0,1,4,3,9,1955,0,98136,1340000,198,3224,198,0,282,2658
8662,18.03.15,4,3.0,2.0,0,0,4,8,1985,0,98092,355000,198,861,198,0,195,781
8663,15.07.14,4,3.0,2.0,0,0,3,8,2009,0,98058,370000,198,441,198,0,198,378
8664,20.08.14,3,2.0,2.0,0,0,3,7,1908,0,98115,645000,198,372,198,0,187,372
8665,02.02.15,4,2.0,2.0,0,0,5,7,1939,0,98033,762000,198,511,198,0,138,558
8666,04.03.15,4,3.0,2.0,0,0,3,9,1988,0,98029,620000,198,849,198,0,200,760
8667,29.06.14,5,3.0,1.0,0,0,3,7,1991,0,98118,325000,198,578,121,77,198,578
8668,14.07.14,3,3.0,1.0,0,0,3,7,1983,0,98055,360000,198,787,120,78,209,900
8669,02.12.14,5,3.0,1.0,0,0,5,7,1978,0,98118,353000,198,465,102,96,125,635
8670,26.05.14,3,2.0,1.0,0,0,4,8,1989,0,98072,880000,198,3268,198,0,266,4048
8671,02.06.14,3,3.0,1.0,0,0,3,8,1987,0,98031,316000,198,811,146,52,198,881
8672,24.09.14,4,3.0,2.0,0,0,3,9,1976,0,98074,649990,198,1106,198,0,241,1106
8673,12.09.14,3,3.0,2.0,0,0,3,7,1913,0,98118,509000,198,465,146,52,152,418
8674,16.09.14,5,3.0,1.0,0,0,3,7,1968,0,98059,360000,198,661,124,74,171,706
8675,31.12.14,5,3.0,1.0,0,2,3,8,1959,0,98199,565000,198,405,115,83,170,465
8676,12.08.14,3,3.0,2.0,0,0,3,8,1977,0,98052,534950,198,1142,198,0,198,944
8677,01.04.15,3,3.0,3.0,0,0,5,9,1990,0,98109,1070000,198,329,198,0,183,322
8678,23.06.14,5,2.0,2.0,0,0,5,7,1926,0,98116,615000,198,388,118,80,159,388
8679,28.08.14,2,3.0,1.0,0,0,5,8,1972,0,98199,707000,198,465,124,74,163,558
8680,12.06.14,4,3.0,2.0,0,0,4,9,1972,0,98040,850000,198,1101,198,0,221,1082
8681,22.06.14,4,3.0,1.0,0,0,4,7,1963,0,98005,732600,198,678,114,84,198,703
8682,20.08.14,3,2.0,1.0,0,0,4,8,1987,0,98058,397500,198,764,198,0,240,764
8683,09.10.14,3,3.0,2.0,0,0,3,8,1990,0,98074,546500,198,669,198,0,176,701
8684,06.05.14,3,2.0,1.0,0,2,3,8,1954,0,98199,575000,198,604,109,89,188,465
8685,19.03.15,3,3.0,2.0,0,0,3,8,1991,0,98058,378000,198,781,198,0,198,781
8686,26.02.15,3,2.0,1.0,0,0,4,8,1973,0,98027,454900,198,908,133,65,198,1046
8687,25.07.14,4,3.0,2.0,0,0,4,8,1977,0,98006,671500,198,782,198,0,202,781
8688,26.01.15,4,2.0,1.0,0,0,4,7,1968,0,98001,233000,198,890,116,82,148,911
8689,10.07.14,4,2.0,2.0,0,0,4,8,1920,0,98144,749000,198,465,198,0,238,465
8690,03.10.14,4,3.0,2.0,0,0,3,8,2003,0,98058,381000,198,558,198,0,180,421
8691,19.11.14,3,2.0,1.0,0,0,3,9,1953,0,98004,667500,198,1898,198,0,220,1940
8692,09.05.14,4,3.0,1.0,0,0,4,7,1977,0,98055,311100,198,751,128,70,214,754
8693,11.07.14,4,3.0,1.0,0,0,3,7,1969,0,98034,530000,198,803,133,65,197,820
8694,25.11.14,3,2.0,1.0,0,0,3,7,1922,0,98102,675000,198,409,133,65,159,307
8695,05.12.14,3,3.0,2.0,0,0,3,8,1986,0,98077,515000,198,20444,198,0,310,20242
8696,21.11.14,4,3.0,2.0,0,0,4,7,1916,0,98103,725000,198,318,161,37,141,318
8697,17.09.14,3,2.0,1.0,0,3,3,7,1955,0,98178,361000,198,812,124,74,221,692
8698,27.10.14,4,3.0,1.0,0,0,3,7,1991,0,98198,325250,198,868,124,74,194,709
8699,23.09.14,3,1.0,2.0,0,0,3,7,1917,0,98118,335000,198,355,198,0,165,479
8700,22.09.14,3,3.0,2.0,0,0,3,8,1985,0,98052,475000,198,746,198,0,198,707
8701,01.07.14,4,3.0,1.0,0,0,5,7,1948,0,98116,620000,198,588,134,64,115,588
8702,27.08.14,3,2.0,1.0,0,0,3,7,1959,0,98125,495500,198,591,160,38,143,591
8703,23.04.15,3,2.0,1.0,0,0,3,8,1979,0,98023,310000,198,664,147,51,203,735
8704,18.05.14,3,3.0,1.0,0,0,4,8,1994,0,98072,534640,198,325,112,86,189,345
8705,21.08.14,2,3.0,1.0,0,0,3,8,1950,0,98115,779000,198,550,170,28,198,668
8706,10.10.14,4,2.0,1.0,0,0,3,7,1952,0,98166,292000,198,1031,127,71,172,1031
8707,14.04.15,4,3.0,1.0,0,0,3,7,1978,0,98031,320000,198,897,139,59,186,742
8708,10.10.14,5,2.0,1.0,0,0,3,8,1968,0,98004,1300000,198,1783,139,59,339,1783
8709,05.08.14,4,3.0,1.0,0,0,5,7,1965,0,98008,534000,198,670,124,74,122,734
8710,20.10.14,3,2.0,1.0,0,0,4,7,1956,0,98166,350000,198,697,101,97,148,697
8711,07.01.15,4,3.0,2.0,0,0,3,7,1972,0,98034,445000,198,669,198,0,185,669
8712,11.11.14,3,3.0,1.0,0,0,3,8,1978,0,98030,283000,198,818,118,80,182,750
8713,25.07.14,3,3.0,1.0,0,0,4,8,1977,0,98040,780000,198,1095,148,50,251,1095
8714,22.09.14,4,3.0,1.0,0,0,3,8,1978,0,98030,220000,198,846,120,78,164,716
8715,25.02.15,4,2.0,1.0,0,0,4,7,1967,0,98031,285000,198,758,124,74,149,798
8716,25.09.14,4,3.0,1.0,0,0,4,7,1975,0,98030,325000,198,790,149,49,176,1057
8717,16.03.15,4,3.0,2.0,0,0,3,8,1988,0,98001,310000,198,838,198,0,218,835
8718,09.09.14,3,3.0,2.0,0,0,3,8,2013,0,98045,456000,198,484,198,0,209,508
8719,24.07.14,3,3.0,2.0,0,0,3,8,2011,0,98019,395000,198,473,171,27,198,536
8720,17.02.15,3,3.0,2.0,0,0,3,9,2010,0,98118,539000,198,130,100,98,141,291
8721,23.03.15,4,3.0,2.0,0,0,3,8,2014,0,98146,392000,198,372,198,0,170,671
8722,09.02.15,4,3.0,2.0,0,0,3,8,2014,0,98146,380000,198,415,198,0,170,758
8723,08.04.15,3,3.0,2.0,0,0,3,9,2010,0,98118,525000,198,130,100,98,175,291
8724,12.03.15,4,3.0,2.0,0,0,3,8,2014,0,98146,392000,198,374,198,0,170,726
8725,05.09.14,4,3.0,2.0,0,0,3,8,1993,0,98146,403950,197,1281,197,0,175,1115
8726,16.09.14,3,2.0,1.0,0,2,3,8,1977,0,98146,578000,197,1011,143,54,229,1093
8727,06.11.14,3,3.0,2.0,0,0,3,7,2000,0,98065,437500,197,418,197,0,235,448
8728,11.09.14,3,3.0,1.0,0,0,3,8,1967,0,98075,530000,197,3766,197,0,230,1254
8729,21.11.14,3,3.0,2.0,0,0,4,8,1983,0,98031,375000,197,1719,197,0,197,1346
8730,19.05.14,5,2.0,2.0,0,0,5,7,1962,0,98058,290000,197,716,197,0,161,716
8731,29.08.14,5,3.0,2.0,0,0,4,7,1910,0,98109,682000,197,372,160,37,182,372
8732,30.06.14,4,2.0,2.0,0,0,3,9,1905,0,98112,1200000,197,312,197,0,194,335
8733,05.08.14,3,3.0,2.0,0,0,4,9,1984,0,98006,719000,197,865,197,0,213,1071
8734,05.05.14,4,3.0,1.0,0,0,4,7,1960,0,98005,755000,197,948,151,46,146,1000
8735,19.08.14,4,3.0,2.0,0,0,3,9,1989,0,98072,475000,197,5302,197,0,309,3632
8736,14.05.14,3,3.0,2.0,0,0,3,7,1984,0,98059,345000,197,1394,197,0,192,1413
8737,08.07.14,3,3.0,1.0,0,0,3,9,1979,0,98001,332000,197,1386,160,37,216,1217
8738,21.08.14,4,3.0,2.0,0,2,4,8,1965,0,98003,369160,197,900,197,0,219,897
8739,25.08.14,4,3.0,1.0,0,0,4,8,1979,0,98006,828000,197,1008,139,58,291,1018
8740,11.09.14,3,3.0,1.0,0,0,3,7,1984,0,98092,248000,197,636,113,84,169,762
8741,28.04.15,3,3.0,1.0,0,0,5,7,1979,0,98001,329500,197,2089,126,71,217,1488
8742,21.11.14,4,3.0,2.0,0,0,3,9,2005,0,98052,637250,197,299,197,0,197,330
8743,20.10.14,5,5.0,2.0,1,4,5,8,1939,1963,98006,1000000,197,831,197,0,267,831
8744,01.08.14,3,3.0,2.0,0,0,3,7,2006,0,98059,400000,197,348,197,0,209,436
8745,05.05.15,4,3.0,2.0,0,0,3,7,2003,0,98019,414000,197,604,197,0,207,586
8746,29.10.14,3,3.0,1.0,0,0,5,7,1959,0,98155,436000,197,624,132,65,175,647
8747,03.03.15,4,2.0,1.0,0,0,3,8,1965,0,98007,525000,197,718,113,84,201,718
8748,20.02.15,3,3.0,2.0,0,0,3,7,2002,0,98092,289500,197,316,197,0,225,316
8749,28.01.15,4,3.0,2.0,0,0,3,7,1998,0,98030,275000,197,628,197,0,197,645
8750,23.05.14,5,2.0,1.0,0,0,4,7,1942,0,98133,377691,197,781,123,74,197,780
8751,12.05.14,4,2.0,1.0,0,1,3,7,1951,0,98117,582000,197,432,111,86,192,603
8752,13.08.14,3,2.0,1.0,0,0,3,7,1961,0,98188,249000,197,1704,128,69,191,1704
8753,27.08.14,3,3.0,2.0,0,0,3,8,1988,0,98011,475226,197,419,197,0,186,423
8754,30.09.14,3,3.0,2.0,0,0,3,7,2004,0,98053,575000,197,444,197,0,157,246
8755,06.08.14,2,2.0,1.0,0,0,4,6,1924,0,98103,300000,197,590,134,63,148,590
8756,20.02.15,3,2.0,1.0,0,0,4,7,1973,0,98092,325000,197,3841,132,65,165,3903
8757,08.12.14,4,3.0,2.0,0,0,4,7,1926,0,98117,720168,197,353,132,65,132,357
8758,19.02.15,3,2.0,1.0,0,0,3,7,1947,0,98125,425000,197,557,99,99,171,1022
8759,23.06.14,4,2.0,1.0,0,0,4,7,1956,0,98008,453000,197,690,99,99,143,690
8760,10.03.15,4,2.0,1.0,0,0,3,7,1954,0,98133,285000,197,638,99,99,136,723
8761,03.04.15,4,2.0,1.0,0,0,4,8,1941,0,98199,710000,197,502,99,99,191,558
8762,19.02.15,3,2.0,1.0,0,0,3,7,1940,0,98199,650000,197,785,99,99,151,736
8763,15.12.14,4,3.0,2.0,0,0,3,7,2003,0,98031,319990,197,492,197,0,185,494
8764,15.04.15,3,3.0,1.0,0,0,3,8,1984,0,98074,550000,197,1697,148,49,197,1208
8765,24.07.14,4,2.0,1.0,0,0,4,7,1960,0,98028,425000,197,1480,99,99,204,1169
8766,27.03.15,3,3.0,1.0,0,1,3,9,1997,0,98070,645000,197,18308,197,0,121,8589
8767,20.12.14,4,3.0,2.0,0,3,4,8,1908,1996,98119,1320000,197,335,170,27,197,335
8768,25.08.14,4,2.0,2.0,0,0,4,7,1927,0,98117,597000,197,372,160,37,164,372
8769,29.12.14,3,1.0,1.0,0,0,3,7,1942,0,98168,200000,197,2933,113,84,166,1075
8770,27.03.15,4,2.0,1.0,0,0,3,7,1978,0,98023,278100,197,792,149,48,201,781
8771,10.12.14,3,2.0,2.0,0,0,3,8,1904,0,98122,733500,197,406,197,0,182,476
8772,12.08.14,6,4.0,1.0,0,0,4,7,1983,0,98106,330000,197,641,99,99,128,649
8773,06.10.14,4,2.0,1.0,0,0,3,7,1965,0,98168,293550,197,902,127,70,161,1054
8774,02.07.14,4,3.0,2.0,0,0,3,7,2002,0,98038,329950,197,424,197,0,220,512
8775,13.03.15,4,2.0,1.0,0,0,5,7,1917,0,98136,560000,197,581,99,99,131,581
8776,09.12.14,4,3.0,2.0,0,0,3,8,1996,0,98045,450000,197,768,197,0,200,720
8777,29.01.15,2,2.0,1.0,0,0,5,6,1948,0,98126,530000,197,714,105,92,113,714
8778,28.07.14,4,3.0,2.0,0,0,4,9,1989,0,98029,690000,197,785,197,0,199,755
8779,30.07.14,4,3.0,2.0,0,0,2,7,1983,0,98014,396400,197,19999,197,0,186,19999
8780,22.08.14,3,2.0,1.0,0,1,3,9,1959,0,98177,892500,197,5222,160,37,208,1905
8781,14.07.14,3,3.0,2.0,0,0,3,7,2001,0,98053,559950,197,401,197,0,212,407
8782,22.01.15,5,2.0,1.0,0,0,4,6,1906,0,98144,360000,197,223,100,97,157,409
8783,20.05.14,3,1.0,1.0,0,0,4,7,1967,0,98059,300000,197,719,99,99,94,796
8784,18.03.15,3,3.0,2.0,0,0,3,7,2005,0,98053,561000,197,490,197,0,220,489
8785,28.08.14,4,3.0,2.0,0,0,3,8,1964,0,98007,295000,197,711,197,0,210,733
8786,03.09.14,6,4.0,2.0,0,0,5,7,1979,0,98055,317000,197,543,197,0,173,743
8787,22.09.14,3,3.0,2.0,0,0,3,8,2005,0,98052,470000,197,221,164,33,230,283
8788,21.08.14,4,3.0,1.0,0,0,3,8,1975,0,98052,490000,197,727,119,78,218,800
8789,04.05.15,4,2.0,2.0,0,0,4,8,1900,0,98122,625000,197,465,197,0,170,465
8790,30.07.14,4,3.0,2.0,0,0,3,8,2004,0,98029,615000,197,346,197,0,202,346
8791,23.10.14,4,3.0,2.0,0,0,4,8,1978,0,98059,385000,197,1208,197,0,203,1063
8792,16.09.14,4,2.0,2.0,0,0,4,8,1929,0,98105,980000,197,372,178,19,214,372
8793,03.06.14,5,2.0,2.0,0,0,3,7,1913,0,98070,437000,197,12785,197,0,197,14603
8794,12.06.14,3,3.0,2.0,0,0,3,9,1988,0,98011,531000,197,905,197,0,231,814
8795,11.02.15,4,2.0,1.0,0,0,4,7,1977,0,98002,249500,197,795,109,88,166,795
8796,04.06.14,4,2.0,2.0,0,0,4,7,1960,0,98198,250000,197,809,197,0,160,792
8797,13.03.15,3,3.0,2.0,0,0,3,7,2006,0,98059,400000,197,349,197,0,207,381
8798,08.09.14,4,3.0,2.0,0,2,4,7,1985,0,98022,379500,197,4979,197,0,197,4979
8799,16.06.14,4,3.0,2.0,0,0,3,8,1985,0,98027,575000,197,892,197,0,185,893
8800,08.09.14,4,3.0,1.0,0,0,4,8,1961,0,98006,550000,197,852,135,62,197,852
8801,19.08.14,3,3.0,2.0,0,0,4,8,1981,0,98006,720000,197,864,197,0,243,962
8802,02.10.14,3,2.0,1.0,0,0,3,7,1979,0,98072,428000,197,869,119,78,204,836
8803,03.04.15,4,3.0,2.0,0,0,3,8,1981,0,98027,800000,197,922,197,0,176,729
8804,13.11.14,4,2.0,2.0,0,0,3,8,1971,2002,98166,397950,197,708,197,0,169,708
8805,19.08.14,3,3.0,2.0,0,0,3,8,1992,0,98030,374950,197,897,197,0,165,911
8806,27.08.14,4,3.0,2.0,0,0,3,8,2005,0,98029,599000,197,338,197,0,204,338
8807,24.04.15,3,3.0,2.0,0,0,3,9,2005,0,98052,680000,197,335,197,0,236,427
8808,16.09.14,4,3.0,1.0,0,0,4,7,1976,0,98034,426000,197,716,138,59,176,762
8809,19.06.14,3,3.0,2.0,0,0,3,8,2003,0,98133,507000,197,669,197,0,179,670
8810,21.08.14,4,3.0,2.0,0,0,3,8,1985,0,98125,518500,197,513,132,65,188,809
8811,25.08.14,3,3.0,1.0,0,0,4,7,1958,0,98056,370000,197,711,197,0,110,711
8812,03.10.14,3,2.0,2.0,0,0,3,7,1920,2010,98103,765000,197,465,184,13,188,465
8813,15.12.14,3,3.0,2.0,0,1,4,9,1973,0,98040,693000,197,1268,132,65,274,1586
8814,23.02.15,4,3.0,2.0,0,0,4,8,1983,0,98052,637000,197,1394,197,0,202,1394
8815,08.07.14,3,3.0,1.0,0,0,3,8,1997,0,98002,340000,197,1217,197,0,130,1119
8816,30.05.14,3,2.0,1.0,0,0,3,9,1991,0,98058,386000,197,703,197,0,247,716
8817,26.06.14,3,2.0,1.0,0,0,4,8,1949,0,98108,440000,197,585,113,84,151,502
8818,29.04.15,3,3.0,1.0,0,0,4,8,1976,0,98006,625000,197,931,114,83,250,946
8819,10.11.14,4,2.0,1.0,0,0,4,7,1950,0,98177,379400,197,714,99,99,142,714
8820,17.11.14,3,2.0,1.0,0,3,4,7,1966,0,98198,368000,197,1054,99,99,170,804
